chromophore_smiles,solvent_original,canonical_chromophore_smiles,canonical_solvent_smiles,absorption_nm,emission_nm,lifetime_ns,quantum_yield,log_extinction,source_dataset,fluodb_source,fluodb_tag,fluodb_tag_name,fluodb_solvent_num,fluodb_split,reference_doi,stokes_shift_nm
COC(=O)C(C)(C)C1Oc2ccc(Cl)cc2C(=O)/C1=C\NS(=O)(=O)c1ccc(C)cc1,ClCCl,COC(=O)C(C)(C)C1Oc2ccc(Cl)cc2C(=O)/C1=C\NS(=O)(=O)c1ccc(C)cc1,ClCCl,367.0,483.0,,0.3899999856948852,,FluoDB-Lite,ChemFluo,4.0,Cyanine,1.0,valid,10.1021/acs.orglett.5b01417,116.0
CC(C)(C)c1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(C(C)(C)C)cc5)cc(c2-4)CC3)cc1,C1CCOC1,CC(C)(C)c1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(C(C)(C)C)cc5)cc(c2-4)CC3)cc1,C1CCOC1,,385.0,,0.6800000071525574,,FluoDB-Lite,Deep4Chem,13.0,6n6,10.0,valid,10.1016/j.jphotochem.2013.07.018,
CCCCCCC1(CCCCCC)c2ccccc2-c2c1c1c(c3c2C(CCCCCC)(CCCCCC)c2cc(N(c4ccc(OC)cc4)c4ccc(-c5sc(C=C(C#N)C(=O)O)c6c5OCCO6)cc4)ccc2-3)C(CCCCCC)(CCCCCC)c2ccccc2-1,ClCCl,CCCCCCC1(CCCCCC)c2ccccc2-c2c1c1c(c3c2C(CCCCCC)(CCCCCC)c2cc(N(c4ccc(OC)cc4)c4ccc(-c5sc(C=C(C#N)C(=O)O)c6c5OCCO6)cc4)ccc2-3)C(CCCCCC)(CCCCCC)c2ccccc2-1,ClCCl,482.0,,,,,FluoDB-Lite,Dye aggregation,6.0,Triphenylamine,1.0,train,10.1016/j.jpowsour.2013.12.032,
CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCCCCC3)cc21,ClC(Cl)Cl,CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCCCCC3)cc21,ClC(Cl)Cl,402.0,500.0,,0.6200000047683716,,FluoDB-Lite,ChemFluo,13.0,6n6,7.0,train,10.1002/chem.201600581,98.0
CC1(C)c2ccccc2N(c2ccc3c(c2)C(=O)c2ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc2C3=O)c2ccccc21,Cc1ccccc1,CC1(C)c2ccccc2N(c2ccc3c(c2)C(=O)c2ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc2C3=O)c2ccccc21,Cc1ccccc1,527.0,662.0,,,3.333850145102545,FluoDB-Lite,Deep4Chem,6.0,Triphenylamine,1.0,train,10.1021/ja510144h,135.0
CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,C1CCOC1,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,C1CCOC1,396.0,482.0,,0.003000000026077,4.570005576761788,FluoDB-Lite,Deep4Chem,10.0,5p6,15.0,train,10.1016/j.jphotochem.2007.11.004,86.0
Oc1ccccc1/C=N/N=C/c1ccccc1O,CCCCCC,Oc1ccccc1/C=N/N=C/c1ccccc1O,CCCCCC,361.0,578.0,,0.0023000000510364,,FluoDB-Lite,Deep4Chem,13.0,6n6,11.0,train,10.1016/j.cplett.2008.09.030,217.0
C/C=C1/C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=C(SCCN=C(C)O)C[C@H]12,CCO,C/C=C1/C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=C(SCCN=C(C)O)C[C@H]12,CCO,,,,,4.05307844348342,FluoDB-Lite,Epsilon,15.0,Benz,1.0,train,,
CC1=[N+]2C(=C(C(=O)ON3C(=O)CCC3=O)c3ccc(C)n3[B-]2(F)F)C=C1,CCO,CC1=[N+]2C(=C(C(=O)ON3C(=O)CCC3=O)c3ccc(C)n3[B-]2(F)F)C=C1,CCO,535.0,615.0,,0.41,4.777999944785192,FluoDB-Lite,"Epsilon,BODIPY",4.0,Cyanine,9.0,train,10.1021/jacs.9b13982,80.0
CCCCCC1c2c(C)c(-c3ccc(/C=C(/C#N)C(=O)O)o3)c(C)n2[B-](F)(F)[N+]2=C(C)C(c3ccc4c(c3)Sc3ccccc3N4CCC)=C(C)C12,ClC(Cl)Cl,CCCCCC1c2c(C)c(-c3ccc(/C=C(/C#N)C(=O)O)o3)c(C)n2[B-](F)(F)[N+]2=C(C)C(c3ccc4c(c3)Sc3ccccc3N4CCC)=C(C)C12,ClC(Cl)Cl,553.0,,,,,FluoDB-Lite,Dye aggregation,5.0,BODIPY,1.0,train,10.1016/j.orgel.2014.05.024,
CCN(CC)c1ccc2c(c1)oc(=O)c1c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c12,CCO,CCN(CC)c1ccc2c(c1)oc(=O)c1c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c12,CCO,591.0,637.0,,0.21,4.850000132271096,FluoDB-Lite,"Deep4Chem,ChemFluo",2.0,Coumarin,3.0,train,"10.1002/anie.201901061,10.1021/jo400783x",46.0
CCN(CC)C(=O)c1c(N=C(C)O)cccc1-c1c2ccc(N(CC)CC)cc2[o+]c2cc(N(CC)CC)ccc12,ClCCl,CCN(CC)C(=O)c1c(N=C(C)O)cccc1-c1c2ccc(N(CC)CC)cc2[o+]c2cc(N(CC)CC)ccc12,ClCCl,566.0,585.0,,0.2060000002384185,,FluoDB-Lite,BODIPY,9.0,Acridines,5.0,train,10.1021/jacs.0c01473,19.0
COc1ccc2c(c1)c(-c1ccccc1)c(-c1ccccc1)[n+]1c3ccccc3c(-c3ccccc3)c(-c3ccccc3)c21,ClCCl,COc1ccc2c(c1)c(-c1ccccc1)c(-c1ccccc1)[n+]1c3ccccc3c(-c3ccccc3)c(-c3ccccc3)c21,ClCCl,444.0,519.0,,0.0199999995529651,,FluoDB-Lite,ChemFluo,11.0,6p6,1.0,train,10.1021/acs.orglett.8b03015,75.0
CSC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CC(C)=O,CSC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CC(C)=O,,,,,4.643500051481988,FluoDB-Lite,"Epsilon,BODIPY",5.0,BODIPY,8.0,test,"10.1021/jo400417h,10.1139/CJC-2015-0303",
COC(=O)C(C)(C)C1Oc2ccc(OC)cc2C(=O)/C1=C\O,ClCCl,COC(=O)C(C)(C)C1Oc2ccc(OC)cc2C(=O)/C1=C\O,ClCCl,383.0,482.0,,0.2000000029802322,,FluoDB-Lite,ChemFluo,11.0,6p6,1.0,train,10.1021/acs.orglett.5b01417,99.0
CN(C)c1cccc2ccc3cccnc3c12,CC#N,CN(C)c1cccc2ccc3cccnc3c12,CC#N,,,,,3.571708831808688,FluoDB-Lite,Epsilon,8.0,PAHs,4.0,train,,
COc1ccc(I)c(-c2c3nc(c(-c4cc(OC)ccc4I)c4ccc([nH]4)c(-c4cc(OC)ccc4I)c4nc(c(-c5cc(OC)ccc5I)c5ccc2[nH]5)C=C4)C=C3)c1,CCO,COc1ccc(I)c(-c2c3nc(c(-c4cc(OC)ccc4I)c4ccc([nH]4)c(-c4cc(OC)ccc4I)c4nc(c(-c5cc(OC)ccc5I)c5ccc2[nH]5)C=C4)C=C3)c1,CCO,,,,,5.739998519113951,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,train,,
COc1ccc(CNc2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc(cc5nc(c(-c6cc(C(C)(C)C)cc(C(C)(C)C)c6)c6ccc2[nH]6)C=C5)[nH]4)C=C3)cc1,ClC(Cl)Cl,COc1ccc(CNc2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc(cc5nc(c(-c6cc(C(C)(C)C)cc(C(C)(C)C)c6)c6ccc2[nH]6)C=C5)[nH]4)C=C3)cc1,ClC(Cl)Cl,,,,,5.249999991442733,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,train,,
CC1=C(I)C(C)=[N+]2C1=C(OCCCN1C(=O)c3ccccc3C1=O)c1c(C)c(I)c(C)n1[B-]2(F)F,C1CCOC1,CC1=C(I)C(C)=[N+]2C1=C(OCCCN1C(=O)c3ccccc3C1=O)c1c(C)c(I)c(C)n1[B-]2(F)F,C1CCOC1,532.0,,,,,FluoDB-Lite,SMFluo,5.0,BODIPY,7.0,train,,
CN(C)c1ccc(C(=O)Nc2cccc(Br)c2)cc1,CC#N,CN(C)c1ccc(C(=O)Nc2cccc(Br)c2)cc1,CC#N,318.0,496.0,,0.0366999991238117,4.645422269349092,FluoDB-Lite,Deep4Chem,13.0,6n6,4.0,valid,10.1021/jp026369n,178.0
CN1B(c2c(F)c(F)c(F)c(F)c2F)c2ccccc2-c2ccccc21,C1CCCCC1,CN1B(c2c(F)c(F)c(F)c(F)c2F)c2ccccc2-c2ccccc21,C1CCCCC1,331.0,338.0,,,,FluoDB-Lite,ChemFluo,13.0,6n6,1.0,train,10.1002/anie.201902499,7.0
CC[N+]1(CC)C[n+]2c(C)cc(C)c(C(=O)[O-])c2[N-]1,O,CC[N+]1(CC)C[n+]2c(C)cc(C)c(C(=O)[O-])c2[N-]1,O,338.0,449.0,,0.7829999923706055,3.633165353683903,FluoDB-Lite,Deep4Chem,10.0,5p6,2.0,train,10.1016/j.dyepig.2018.09.005,111.0
CCCCOc1ccc(N(c2ccc(/C=C/c3cc(OCC)c(/C=C(/C#N)C(=O)O)cc3OCC)cc2)c2ccc(OCCCC)cc2)cc1,ClCCl,CCCCOc1ccc(N(c2ccc(/C=C/c3cc(OCC)c(/C=C(/C#N)C(=O)O)cc3OCC)cc2)c2ccc(OCCCC)cc2)cc1,ClCCl,505.0,,,,,FluoDB-Lite,Dye aggregation,6.0,Triphenylamine,1.0,train,10.1002/cjoc.201200091,
Cc1ccc(-c2ccc(/C=C/c3ccc(C#N)cc3)cn2)nc1,CC#N,Cc1ccc(-c2ccc(/C=C/c3ccc(C#N)cc3)cn2)nc1,CC#N,343.0,403.0,,0.270000010728836,4.209005357885755,FluoDB-Lite,Deep4Chem,13.0,6n6,1.0,train,10.1021/jo901889y,60.0
CC1=C2C=CC(=[Cl+])N2[B-](F)(F)n2c1cc1c2-c2ccccc2CC1,CC#N,CC1=C2C=CC(=[Cl+])N2[B-](F)(F)n2c1cc1c2-c2ccccc2CC1,CC#N,554.0,568.0,,0.8399999737739563,,FluoDB-Lite,BODIPY,5.0,BODIPY,4.0,train,10.1002/ejoc.201100324,14.0
CCCSc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,ClCCl,CCCSc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,ClCCl,536.0,551.0,,0.8100000023841858,,FluoDB-Lite,BODIPY,5.0,BODIPY,1.0,train,10.1039/C8CC09821B,15.0
Fc1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc1-n1c2ccccc2c2c3c(ccc21)C1(c2ccccc2-c2ccccc21)c1ccccc1-3,CN(C)C=O,Fc1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc1-n1c2ccccc2c2c3c(ccc21)C1(c2ccccc2-c2ccccc21)c1ccccc1-3,CN(C)C=O,,534.0,,,,FluoDB-Lite,Deep4Chem,3.0,Carbazole,5.0,train,10.1016/j.jlumin.2018.10.017,
CC(C)=CCc1cc(CC2=C(c3ccc(O)cc3)C(=O)OC2=O)ccc1O,CO,CC(C)=CCc1cc(CC2=C(c3ccc(O)cc3)C(=O)OC2=O)ccc1O,CO,,,,,0.5987905098929047,FluoDB-Lite,Epsilon,12.0,5n6,1.0,train,,
O=C(ON=C1c2ccccc2S(=O)(=O)c2ccccc21)c1ccc(F)cc1,ClCCl,O=C(ON=C1c2ccccc2S(=O)(=O)c2ccccc21)c1ccc(F)cc1,ClCCl,,,,,4.533288958006683,FluoDB-Lite,Epsilon,9.0,Acridines,1.0,train,,
O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2cccs2)s1,Cc1ccccc1,O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2cccs2)s1,Cc1ccccc1,465.0,593.0,,0.4199999868869781,,FluoDB-Lite,ChemFluo,13.0,6n6,6.0,test,10.1021/acs.joc.7b02978,128.0
CN(C)c1ccc2c(c1)CCc1cc(C=O)ccc1-2,CC#N,CN(C)c1ccc2c(c1)CCc1cc(C=O)ccc1-2,CC#N,387.0,533.0,,0.9900000095367432,,FluoDB-Lite,ChemFluo,13.0,6n6,7.0,train,10.1016/j.tet.2014.08.002,146.0
CCC1=C(C)C2=C(c3ccc(/C=C(\C#N)C(=O)O)cc3)c3c(C)c(CC)c(C=Cc4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)n3[B-](F)(F)[N+]2=C1C=Cc1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,ClCCl,CCC1=C(C)C2=C(c3ccc(/C=C(\C#N)C(=O)O)cc3)c3c(C)c(CC)c(C=Cc4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)n3[B-](F)(F)[N+]2=C1C=Cc1ccc(N(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,ClCCl,,,,,4.611606489380638,FluoDB-Lite,Epsilon,5.0,BODIPY,1.0,train,,
COc1ccc2c(c1)C(=O)C(=O)C1=C2OC(C)CC1,CCO,COc1ccc2c(c1)C(=O)C(=O)C1=C2OC(C)CC1,CCO,,,,,4.469998642218747,FluoDB-Lite,Epsilon,11.0,6p6,1.0,train,,
CC(C)(C)N=C(O)c1ccc(-c2ccccc2)c2ccc3c4ccccc4c4ccccc4c3c12,ClCCl,CC(C)(C)N=C(O)c1ccc(-c2ccccc2)c2ccc3c4ccccc4c4ccccc4c3c12,ClCCl,336.0,413.0,,0.08,,FluoDB-Lite,"Deep4Chem,ChemFluo",8.0,PAHs,1.0,train," 10.1021/acs.orglett.9b04046,10.1021/acs.orglett.9b04046",77.0
N#Cc1nc2c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3c2nc1C#N,CCCCCC,N#Cc1nc2c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3c2nc1C#N,CCCCCC,,456.0,,,,FluoDB-Lite,Deep4Chem,3.0,Carbazole,4.0,test,10.1021/acsami.6b14796,
COc1ccc(-c2c3nc(c(-c4ccc(OC)cc4)c4ccc([nH]4)c(-c4ccc(OC)cc4)c4nc(c(-c5ccc(OC)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCCl,COc1ccc(-c2c3nc(c(-c4ccc(OC)cc4)c4ccc([nH]4)c(-c4ccc(OC)cc4)c4nc(c(-c5ccc(OC)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCCl,,,,,5.6776069527204935,FluoDB-Lite,Epsilon,7.0,Porphyrin,8.0,train,,
CCC1(C)C(=O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC)C(CCC(=O)OC)=C4C)C(C)(CC)C3=O,ClCCl,CCC1(C)C(=O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC)C(CCC(=O)OC)=C4C)C(C)(CC)C3=O,ClCCl,,,,,5.123851640967086,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,valid,,
CC(C)(C)c1ccc(-c2nc(-c3ccc(C(C)(C)C)cc3)nc(-c3cc(C#N)c(-n4c5ccccc5c5c6oc7ccccc7c6ccc54)c(C#N)c3)n2)cc1,C1CCOC1,CC(C)(C)c1ccc(-c2nc(-c3ccc(C(C)(C)C)cc3)nc(-c3cc(C#N)c(-n4c5ccccc5c5c6oc7ccccc7c6ccc54)c(C#N)c3)n2)cc1,C1CCOC1,397.0,505.0,,,,FluoDB-Lite,Deep4Chem,3.0,Carbazole,1.0,train,10.1039/C9TC01354G,108.0
CCCCC(CC)COc1ccc(-c2ccc(N(c3ccc(-c4ccc(-c5ccc(-c6ccc(C=C(C#N)C(=O)O)cc6)c6nc(-c7ccccc7)c(-c7ccccc7)nc56)s4)cc3)c3ccc(-c4ccc(OCC(CC)CCCC)cc4OCC(CC)CCCC)cc3)cc2)c(OCC(CC)CCCC)c1,ClCCl,CCCCC(CC)COc1ccc(-c2ccc(N(c3ccc(-c4ccc(-c5ccc(-c6ccc(C=C(C#N)C(=O)O)cc6)c6nc(-c7ccccc7)c(-c7ccccc7)nc56)s4)cc3)c3ccc(-c4ccc(OCC(CC)CCCC)cc4OCC(CC)CCCC)cc3)cc2)c(OCC(CC)CCCC)c1,ClCCl,491.0,,,,,FluoDB-Lite,DSSCDB,6.0,Triphenylamine,1.0,train,10.1039/c5ta07254a,
Oc1ccc(C#Cc2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(C#Cc4ccc(O)cc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CN(C)C=O,Oc1ccc(C#Cc2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(C#Cc4ccc(O)cc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CN(C)C=O,,,,,5.418301291319746,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,test,,
N#C/C(=C\c1ccc2c(c1)Sc1ccccc1N2Cc1ccc(CN2c3ccccc3Sc3cc(/C=C(\C#N)C(=O)O)ccc32)cc1)C(=O)O,C1CCOC1,N#C/C(=C\c1ccc2c(c1)Sc1ccccc1N2Cc1ccc(CN2c3ccccc3Sc3cc(/C=C(\C#N)C(=O)O)ccc32)cc1)C(=O)O,C1CCOC1,439.0,577.0,,,,FluoDB-Lite,DSSCDB,9.0,Acridines,1.0,train,10.1021/ol2000167,138.0
Cc1ccc(-c2sc(/C(C#N)=C/c3ccc(C#N)cc3)nc2-c2ccc(Cl)cc2)cc1,CC#N,Cc1ccc(-c2sc(/C(C#N)=C/c3ccc(C#N)cc3)nc2-c2ccc(Cl)cc2)cc1,CC#N,383.0,535.0,,0.1099999994039535,4.086359830674748,FluoDB-Lite,Deep4Chem,12.0,5n6,1.0,train,10.1016/j.dyepig.2019.02.051,152.0
CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc(/C=C(/C#N)C(=O)O)s4)s3)ccc21,C1CCOC1,CCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc(/C=C(/C#N)C(=O)O)s4)s3)ccc21,C1CCOC1,444.0,572.0,,,,FluoDB-Lite,DSSCDB,9.0,Acridines,1.0,train,10.1039/C4RA09300C,128.0
FC(F)(F)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)c3ccc4c5c(ccc(c35)O2)OC(c2ccc(C(F)(F)F)cc2)=C4c2ccc(C(F)(F)F)cc2)cc1,ClCCl,FC(F)(F)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)c3ccc4c5c(ccc(c35)O2)OC(c2ccc(C(F)(F)F)cc2)=C4c2ccc(C(F)(F)F)cc2)cc1,ClCCl,507.0,619.0,,0.0,,FluoDB-Lite,ChemFluo,8.0,PAHs,1.0,train,10.1039/C5CC00312A,112.0
CCCCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCCC)c5C)C(C)=C4CCCC)c(CCCC)c3C,c1ccccc1,CCCCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCCC)c5C)C(C)=C4CCCC)c(CCCC)c3C,c1ccccc1,,,,,5.289998975481486,FluoDB-Lite,Epsilon,7.0,Porphyrin,4.0,train,,
CCCCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C)C(C)=C4C)c(C)c3CCC,ClC(Cl)Cl,CCCCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C)C(C)=C4C)c(C)c3CCC,ClC(Cl)Cl,,,,,5.22999650862076,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,train,,
c1ccc2c(-n3ccnc3)c3ccccc3nc2c1,CCO,c1ccc2c(-n3ccnc3)c3ccccc3nc2c1,CCO,,,,,4.799994944688714,FluoDB-Lite,Epsilon,9.0,Acridines,1.0,train,,
N#Cc1ccc(NC(=NCC(=O)O)NC(c2ccccc2)c2ccccc2)cc1,CC#N,N#Cc1ccc(NC(=NCC(=O)O)NC(c2ccccc2)c2ccccc2)cc1,CC#N,306.29998779296875,,,,,FluoDB-Lite,ChemDataExtractor,13.0,6n6,1.0,train,,
CC(C)(C)C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,Clc1ccccc1,CC(C)(C)C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,Clc1ccccc1,510.0,551.0,,0.1080000028014183,,FluoDB-Lite,BODIPY,5.0,BODIPY,11.0,test,10.1039/C5RA17419H,41.0
NNc1ccc2n1[B-](F)(F)N1C(=[Cl+])C=CC1=C2c1ccccc1,CO,NNc1ccc2n1[B-](F)(F)N1C(=[Cl+])C=CC1=C2c1ccccc1,CO,463.0,529.0,,0.0020000000949949,,FluoDB-Lite,BODIPY,5.0,BODIPY,2.0,train,10.1016/j.tetlet.2007.12.052,66.0
COc1c(O)cc2oc3cc(O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,CO,COc1c(O)cc2oc3cc(O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,CO,,,,,0.056904845886795,FluoDB-Lite,Epsilon,9.0,Acridines,1.0,train,,
Nc1ccccc1Cc1ccccn1,CCO,Nc1ccccc1Cc1ccccn1,CCO,,,,,4.0,FluoDB-Lite,Epsilon,13.0,6n6,1.0,train,,
CCOC(=O)/C(=C1\C(=O)C(O)=C1C=C1N(C)c2ccccc2C1(C)C)[N+](=O)[O-],CCO,CCOC(=O)/C(=C1\C(=O)C(O)=C1C=C1N(C)c2ccccc2C1(C)C)[N+](=O)[O-],CCO,475.0,,,,,FluoDB-Lite,Deep4Chem,0.0,SquaricAcid,1.0,train,10.1016/j.dyepig.2004.05.003,
COC(=O)C1=C(Cl)[C](Cl)C(=C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(C(=O)OC)c(Cl)c2Cl)C(Cl)=C1Cl,C1CCCCC1,COC(=O)C1=C(Cl)[C](Cl)C(=C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(C(=O)OC)c(Cl)c2Cl)C(Cl)=C1Cl,C1CCCCC1,,,,,4.468051791454237,FluoDB-Lite,Epsilon,13.0,6n6,1.0,train,,
COC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)OC)c5C)C(C)(C)C4=O)c(C)c3C,ClCCl,COC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)OC)c5C)C(C)(C)C4=O)c(C)c3C,ClCCl,,,,,4.509202522331103,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,train,,
COc1cc(CN(C)Cc2ccccn2)c2c(=O)c3c(CN(C)Cc4ccccn4)cc(O)cc3oc2c1,O,COc1cc(CN(C)Cc2ccccn2)c2c(=O)c3c(CN(C)Cc4ccccn4)cc(O)cc3oc2c1,O,,,,,4.217641840773327,FluoDB-Lite,Epsilon,9.0,Acridines,1.0,train,,
COc1cc2c(cc1-c1ccncc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccncc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,COc1cc2c(cc1-c1ccncc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccncc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,407.0,456.0,,0.4199999868869781,4.379994040165742,FluoDB-Lite,Deep4Chem,10.0,5p6,1.0,test,10.1021/jo4028616,49.0
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,ClC(Cl)Cl,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,ClC(Cl)Cl,389.0,550.0,,0.0027499999850988,,FluoDB-Lite,Deep4Chem,5.0,BODIPY,10.0,train,10.1016/j.cplett.2007.01.001,161.0
O=C(Nn1c(O)nnc1Cc1ccc(Cl)cc1)c1cccs1,CCO,O=C(Nn1c(O)nnc1Cc1ccc(Cl)cc1)c1cccs1,CCO,,,,,4.38738982633873,FluoDB-Lite,Epsilon,12.0,5n6,1.0,train,,
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(c3ccc(/C=C/c4ccccc4)[nH]3)=[N+]21,ClC(Cl)Cl,F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(c3ccc(/C=C/c4ccccc4)[nH]3)=[N+]21,ClC(Cl)Cl,,,,,0.6794279156745888,FluoDB-Lite,Epsilon,5.0,BODIPY,2.0,valid,,
F[B-]1(F)n2c(ccc2-c2ccc[nH]2)C(c2cccs2)=C2C=CC(c3ccc[nH]3)=[N+]21,Cc1ccccc1,F[B-]1(F)n2c(ccc2-c2ccc[nH]2)C(c2cccs2)=C2C=CC(c3ccc[nH]3)=[N+]21,Cc1ccccc1,682.0,695.0,,0.1400000005960464,,FluoDB-Lite,BODIPY,5.0,BODIPY,1.0,test,10.1007/s12039-016-1134-9,13.0
COc1ccc(/C=C/C=C/c2ccc3ncnc(Nc4ccccc4)c3c2)cc1,ClC(Cl)Cl,COc1ccc(/C=C/C=C/c2ccc3ncnc(Nc4ccccc4)c3c2)cc1,ClC(Cl)Cl,369.0,443.0,,0.4199999868869781,4.676693609624866,FluoDB-Lite,Deep4Chem,11.0,6p6,1.0,train,10.1021/jo500520x,74.0
CCC1(CC)c2cc(C#Cc3cc(C#Cc4ccc5c(c4)C(CC)(CC)c4cc(N(c6ccccc6)c6ccccc6)ccc4-5)c4ccc5c(C#Cc6ccc7c(c6)C(CC)(CC)c6cc(N(c8ccccc8)c8ccccc8)ccc6-7)cc(C#Cc6ccc7c(c6)C(CC)(CC)c6cc(N(c8ccccc8)c8ccccc8)ccc6-7)c6ccc3c4c65)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,ClCCl,CCC1(CC)c2cc(C#Cc3cc(C#Cc4ccc5c(c4)C(CC)(CC)c4cc(N(c6ccccc6)c6ccccc6)ccc4-5)c4ccc5c(C#Cc6ccc7c(c6)C(CC)(CC)c6cc(N(c8ccccc8)c8ccccc8)ccc6-7)cc(C#Cc6ccc7c(c6)C(CC)(CC)c6cc(N(c8ccccc8)c8ccccc8)ccc6-7)c6ccc3c4c65)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,ClCCl,504.0,567.0,,,4.7831886910752575,FluoDB-Lite,Deep4Chem,6.0,Triphenylamine,7.0,train,10.1021/jo300285v,63.0
COc1ccc(C2=C(C)c3cccc[n+]3C2=C2C(=O)C(c3c(-c4ccc(OC)cc4)c(C)c4ccccn34)=C2[O-])cc1,Cc1ccccc1,COc1ccc(C2=C(C)c3cccc[n+]3C2=C2C(=O)C(c3c(-c4ccc(OC)cc4)c(C)c4ccccn34)=C2[O-])cc1,Cc1ccccc1,,,,,5.146128035678238,FluoDB-Lite,Epsilon,0.0,SquaricAcid,1.0,train,,
