canonical_chromophore_smiles,canonical_solvent_smiles,row_count,unique_measurements,source_combination,min_emission_nm,max_emission_nm
O=C(O)COc1ccc2[nH]c3c(c2c1)CCCC3=O,CCCCO,2,2,"FluoDB-Lite,deep4chem",464.0,464.2
O=C(O)COc1ccc2[nH]c3c(c2c1)CCCC3=O,CCO,2,2,"FluoDB-Lite,deep4chem",472.0,472.1
O=C(O)COc1ccc2[nH]c3c(c2c1)CCCC3=O,CO,2,2,"FluoDB-Lite,deep4chem",491.7,492.0
O=C(O)COc1ccc2[nH]c3c(c2c1)CCCC3=O,CS(C)=O,2,2,"FluoDB-Lite,deep4chem",426.9,427.0
O=C(O)COc1ccc2[nH]c3c(c2c1)CCCC3=O,O,2,2,"FluoDB-Lite,deep4chem",507.7,508.0
O=C(O)COc1ccc2[nH]c3c(c2c1)CCCC3=O,c1ccccc1,2,2,"FluoDB-Lite,deep4chem",399.8,400.0
O=C(O)COc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)c1,CS(C)=O,2,2,"FluoDB-Lite,deep4chem",633.0,633.0
O=C(O)COc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)C=C3)c1,CS(C)=O,2,2,"FluoDB-Lite,deep4chem",649.0,649.0
O=C(O)COc1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(OCC(=O)O)c4)c4nc(cc5ccc2[nH]5)CC4)CC3)c1,CS(C)=O,2,2,"FluoDB-Lite,deep4chem",738.0,738.0
O=C(O)c1c2ccccc2nc2ccccc12,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",418.0,418.0
O=C(O)c1c2ccccc2nc2ccccc12,C1COCCO1,2,2,"FluoDB-Lite,deep4chem",421.0,421.0
O=C(O)c1c2ccccc2nc2ccccc12,CC#N,2,2,"FluoDB-Lite,deep4chem",421.0,421.0
O=C(O)c1c2ccccc2nc2ccccc12,CCCCCO,2,2,"FluoDB-Lite,deep4chem",422.0,422.0
O=C(O)c1c2ccccc2nc2ccccc12,CCCCO,2,2,"FluoDB-Lite,deep4chem",422.0,422.0
O=C(O)c1c2ccccc2nc2ccccc12,CCCO,2,2,"FluoDB-Lite,deep4chem",422.0,422.0
O=C(O)c1c2ccccc2nc2ccccc12,CCO,2,2,"FluoDB-Lite,deep4chem",421.0,421.0
O=C(O)c1c2ccccc2nc2ccccc12,CO,2,2,"FluoDB-Lite,deep4chem",421.0,421.0
O=C(O)c1c2ccccc2nc2ccccc12,COCCOC,2,2,"FluoDB-Lite,deep4chem",419.0,419.0
O=C(O)c1c2ccccc2nc2ccccc12,OCCO,2,2,"FluoDB-Lite,deep4chem",425.0,425.0
O=C(O)c1ccc(-c2c3ccc4cc(O)ccc4c3oc3c2ccc2cc(=O)ccc23)c(C(=O)O)c1,,2,2,chemfluor,674.0,680.0
O=C(O)c1ccc(-c2ccc(-c3nc(-c4ccccc4)c4ccccn34)cc2)s1,CC#N,2,2,"FluoDB-Lite,deep4chem",485.0,485.0
O=C(O)c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,CO,2,2,"FluoDB-Lite,deep4chem",414.5,415.0
O=C(O)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,CC#N,2,2,"FluoDB-Lite,deep4chem",501.0,501.0
O=C(O)c1ccc2ccc3cccc4ccc1c2c34,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",392.0,392.0
O=C(O)c1ccccc1,O,2,2,"FluoDB-Lite,deep4chem",315.0,315.0
O=C(O)c1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,2,2,"FluoDB-Lite,deep4chem",494.0,494.0
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",406.0,406.0
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CO,2,2,"FluoDB-Lite,deep4chem",571.0,571.0
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,O,2,2,"FluoDB-Lite,deep4chem",566.0,566.0
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,CO,2,2,"FluoDB-Lite,deep4chem",542.0,542.0
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,O,2,2,"FluoDB-Lite,deep4chem",538.0,538.0
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CO,2,2,"FluoDB-Lite,deep4chem",545.0,545.0
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,O,2,2,"FluoDB-Lite,deep4chem",534.0,534.0
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CC(C)O,2,2,"FluoDB-Lite,deep4chem",,
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CO,2,2,"FluoDB-Lite,deep4chem",,
O=C(c1ccc(C(=C(c2ccc(C(=O)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2ccc(C(=O)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2ccccc2)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",503.0,503.0
O=C(c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",496.0,496.0
O=C(c1ccc(N2c3ccccc3[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1)c1ccc(N2c3ccccc3[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1,CC(C)=O,2,2,"FluoDB-Lite,deep4chem",545.0,545.2
O=C(c1ccc(N2c3ccccc3[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1)c1ccc(N2c3ccccc3[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1,CN(C)C=O,2,2,"FluoDB-Lite,deep4chem",560.6,561.0
O=C(c1ccc(N2c3ccccc3[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1)c1ccc(N2c3ccccc3[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",469.0,469.1
O=C(c1ccc(N2c3ccccc3[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1)c1ccc(N2c3ccccc3[Si](c3ccccc3)(c3ccccc3)c3ccccc32)cc1,ClC(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",534.0,534.2
O=C(c1ccc2c3c(sc2c1)-c1ccccc1P3(=O)c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,ClCCl,2,2,"FluoDB-Lite,deep4chem",427.0,427.0
O=C(c1ccccc1)c1nn(-c2ccccc2)nc1-c1ccccc1,,2,2,chemfluor,316.0,366.0
O=C(c1ccncc1)c1cc(-n2c3ccccc3c3ccccc32)ccc1-n1c2ccccc2c2ccccc21,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",494.0,494.3
O=C(c1ccncc1)c1cc(-n2c3ccccc3c3ccccc32)ccc1-n1c2ccccc2c2ccccc21,CCCCCC,2,2,"FluoDB-Lite,deep4chem",454.0,454.4
O=C(c1ccncc1)c1cc(-n2c3ccccc3c3ccccc32)ccc1-n1c2ccccc2c2ccccc21,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",490.0,490.0
O=C(c1ccncc1)c1cc(-n2c3ccccc3c3ccccc32)ccc1-n1c2ccccc2c2ccccc21,ClCCl,2,2,"FluoDB-Lite,deep4chem",531.6,532.0
O=C(c1ccncc1)c1ccc(-n2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",532.7,533.0
O=C(c1ccncc1)c1ccc(-n2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",481.0,481.1
O=C(c1ccncc1)c1ccc(-n2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,ClCCl,2,2,"FluoDB-Lite,deep4chem",,
O=C(c1ccncc1)c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",536.8,536.8
O=C(c1ccncc1)c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,CCCCCC,2,2,"FluoDB-Lite,deep4chem",384.6,384.6
O=C(c1ccncc1)c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,ClCCl,2,2,"FluoDB-Lite,deep4chem",386.8,386.8
O=C(c1ccncc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",486.1,486.1
O=C(c1ccncc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,CCCCCC,2,2,"FluoDB-Lite,deep4chem",405.7,405.7
O=C(c1ccncc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,ClCCl,2,2,"FluoDB-Lite,deep4chem",523.1,523.1
O=C1C(=c2c(=O)c3c4ccccc4cc4cc5ccccc5c2c43)C(=O)c2ccccc21,ClCCl,2,2,"FluoDB-Lite,deep4chem",599.0,599.0
O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2ccc(N3CCOCC3)c3cccc1c23,ClCCl,2,2,deep4chem,544.0,544.0
O=C1C2=C(O[B-](F)(F)[n+]3c2ccc2ccccc23)c2cccc3c(N4CCOCC4)ccc1c23,ClCCl,2,2,deep4chem,588.0,588.0
O=C1C2=C3c4ccsc4C=CN3C(=O)C2=C2c3ccsc3C=CN12,CN(C)C=O,2,2,"FluoDB-Lite,deep4chem",585.0,586.0
O=C1C2=C3c4ccsc4C=CN3C(=O)C2=C2c3ccsc3C=CN12,ClC(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",578.0,582.0
O=C1C2=C3c4sccc4C=CN3C(=O)C2=C2c3sccc3C=CN12,CN(C)C=O,2,2,"FluoDB-Lite,deep4chem",616.0,618.0
O=C1C2=C3c4sccc4C=CN3C(=O)C2=C2c3sccc3C=CN12,ClC(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",609.0,613.0
O=C1C=C(Nc2ccccc2)CCC1,CO,2,2,"FluoDB-Lite,deep4chem",370.0,370.0
O=C1CCCC2=C1C(c1ccccc1)c1c(c3ccccc3oc1=O)N2,CS(C)=O,2,2,"FluoDB-Lite,deep4chem",440.0,440.0
O=C1CCCC2=C1CC1=C(CCCC1=O)N2NC(=O)c1ccc(O)cc1,CC(C)=O,2,2,"FluoDB-Lite,deep4chem",432.0,432.0
O=C1CCCC2=C1CC1=C(CCCC1=O)N2NC(=O)c1ccc(O)cc1,CCCCCO,2,2,"FluoDB-Lite,deep4chem",447.0,447.0
O=C1CCCC2=C1CC1=C(CCCC1=O)N2NC(=O)c1ccc(O)cc1,ClC(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",444.0,444.0
O=C1CCCc2c1[nH]c1cc3c(cc21)OCO3,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",403.8,404.0
O=C1CCCc2c1[nH]c1cc3c(cc21)OCO3,CC#N,2,2,"FluoDB-Lite,deep4chem",399.0,399.4
O=C1CCCc2c1[nH]c1cc3c(cc21)OCO3,CCCCCCO,2,2,"FluoDB-Lite,deep4chem",430.7,431.0
O=C1CCCc2c1[nH]c1cc3c(cc21)OCO3,CCO,2,2,"FluoDB-Lite,deep4chem",437.6,438.0
O=C1CCCc2c1[nH]c1cc3c(cc21)OCO3,CCOC(C)=O,2,2,"FluoDB-Lite,deep4chem",388.9,389.0
O=C1CCCc2c1[nH]c1cc3c(cc21)OCO3,CS(C)=O,2,2,"FluoDB-Lite,deep4chem",403.5,404.0
O=C1CCCc2c1[nH]c1cc3c(cc21)OCO3,O,2,2,"FluoDB-Lite,deep4chem",463.6,464.0
O=C1CCCc2c1[nH]c1cc3c(cc21)OCO3,c1ccccc1,2,2,"FluoDB-Lite,deep4chem",384.0,384.1
O=C1Cc2cc3c(cc2CCCc2ccc(cc2)CCC3)CC(=O)Cc2ccc(c3nsnc23)C1,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",501.0,501.0
O=C1Cc2ccc(cc2)CC(=O)Cc2ccc(c3nsnc23)C1,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",468.0,468.0
O=C1Cc2ccc(cc2)CC(=O)Cc2ccc(c3nsnc23)C1,CC#N,2,2,"FluoDB-Lite,deep4chem",495.0,495.0
O=C1Cc2ccc(cc2)CC(=O)Cc2ccc(c3nsnc23)C1,ClC(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",488.0,488.0
O=C1OC(=O)c2cc(Oc3ccccc3)c3c4ccc5c6c(cc(Oc7ccccc7)c(c7ccc1c2c73)c64)C(=O)OC5=O,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",560.0,560.0
O=C1OC(=O)c2cc(Oc3ccccc3)c3c4ccc5c6c(cc(Oc7ccccc7)c(c7ccc1c2c73)c64)C(=O)OC5=O,CN(C)C=O,2,2,"FluoDB-Lite,deep4chem",572.0,572.0
O=C1OC(=O)c2cc(Oc3ccccc3)c3c4ccc5c6c(cc(Oc7ccccc7)c(c7ccc1c2c73)c64)C(=O)OC5=O,CN1CCCC1=O,2,2,"FluoDB-Lite,deep4chem",595.0,595.0
O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",591.0,591.0
O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,c1ccccc1,2,2,"FluoDB-Lite,deep4chem",560.0,560.0
O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)c3cccc1c23,c1ccccc1,2,2,"FluoDB-Lite,deep4chem",605.0,605.0
O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",621.0,621.0
O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,c1ccccc1,2,2,"FluoDB-Lite,deep4chem",580.0,580.0
O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,O,2,2,"FluoDB-Lite,deep4chem",,
O=C1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,O=C1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,2,2,deep4chem,600.0,626.0
O=C1c2cc(F)ccc2-c2cnccc21,CC#N,2,2,"FluoDB-Lite,deep4chem",540.0,540.4
O=C1c2cc(F)ccc2-c2cnccc21,CCCCCC,2,2,"FluoDB-Lite,deep4chem",486.0,486.3
O=C1c2ccc(-c3ccc(N(c4ccc(-c5ccccc5)cc4)c4ccc(-c5ccccc5)cc4)cc3)cc2C(=O)c2ccc(-c3ccc(N(c4ccc(-c5ccccc5)cc4)c4ccc(-c5ccccc5)cc4)cc3)cc21,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",608.0,608.0
O=C1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2C(=O)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",597.0,597.0
O=C1c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",564.0,564.0
O=C1c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,2,2,"FluoDB-Lite,deep4chem",576.0,576.0
O=C1c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN1CCCC1=O,2,2,"FluoDB-Lite,deep4chem",592.0,592.0
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(Cl)cc1)c64)C(=O)N(c1ccc(Cl)cc1)C5=O,CN(C)C=O,2,2,"FluoDB-Lite,deep4chem",534.0,534.0
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",528.0,528.0
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,3,3,"FluoDB-Lite,deep4chem",534.0,539.0
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN1CCCC1=O,2,2,"FluoDB-Lite,deep4chem",541.0,541.0
O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,3,2,"FluoDB-Lite,deep4chem",609.0,609.0
O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,3,2,"FluoDB-Lite,deep4chem",594.0,594.0
O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,3,2,"FluoDB-Lite,deep4chem",615.0,615.0
O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,3,2,"FluoDB-Lite,deep4chem",606.0,606.0
O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,3,2,"FluoDB-Lite,deep4chem",611.0,611.0
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,3,2,"FluoDB-Lite,deep4chem",485.0,485.0
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,3,2,"FluoDB-Lite,deep4chem",465.0,465.0
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,3,2,"FluoDB-Lite,deep4chem",500.0,500.0
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,3,2,"FluoDB-Lite,deep4chem",483.0,483.0
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,3,2,"FluoDB-Lite,deep4chem",490.0,490.0
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,C1COCCO1,2,2,"FluoDB-Lite,deep4chem",578.0,578.0
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CC(C)=O,2,2,"FluoDB-Lite,deep4chem",601.0,601.0
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CC1COC(=O)O1,2,2,"FluoDB-Lite,deep4chem",614.0,614.0
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CCO,2,2,"FluoDB-Lite,deep4chem",589.0,589.0
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CN(C)C=O,2,2,"FluoDB-Lite,deep4chem",602.0,602.0
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",562.0,562.0
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,CCCCCC,2,2,"FluoDB-Lite,deep4chem",529.0,529.0
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,CCO,2,2,"FluoDB-Lite,deep4chem",640.0,640.0
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,CCOC(C)=O,2,2,"FluoDB-Lite,deep4chem",600.0,600.0
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,CN(C)C=O,2,2,"FluoDB-Lite,deep4chem",622.0,622.0
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,CO,2,2,"FluoDB-Lite,deep4chem",661.0,661.0
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",568.0,568.0
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,ClC(Cl)(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",552.0,552.0
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,ClC(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",625.0,625.0
O=C1c2ccccc2-c2ccc(N3CCOCC3)c3cccc1c23,ClCCl,2,2,"FluoDB-Lite,deep4chem",625.0,625.0
O=C1c2ccccc2-c2cccc(O)c21,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",,
O=C1c2ccccc2-c2cccc(O)c21,C1COCCO1,2,2,"FluoDB-Lite,deep4chem",,
O=C1c2ccccc2-c2cccc(O)c21,CCO,2,2,"FluoDB-Lite,deep4chem",,
O=C1c2ccccc2-c2cccc(O)c21,CCOC(C)=O,2,2,"FluoDB-Lite,deep4chem",,
O=C1c2ccccc2-c2ccccc21,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",463.0,463.0
O=C1c2ccccc2-c2ccccc21,CCO,2,2,"FluoDB-Lite,deep4chem",553.0,553.0
O=C1c2ccccc2-c2ccccc21,c1ccccc1,2,2,"FluoDB-Lite,deep4chem",485.0,485.0
O=C1c2ccccc2-c2cnccc21,CC#N,2,2,"FluoDB-Lite,deep4chem",516.8,517.0
O=C1c2ccccc2-c2cnccc21,CCCCCC,2,2,"FluoDB-Lite,deep4chem",464.0,464.2
O=C1c2ccccc2-c2cnccc21,CCOC(C)=O,2,2,"FluoDB-Lite,deep4chem",,
O=C1c2ccccc2-c2cnccc21,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",,
O=C1c2ccccc2C(=O)C1C1C(=O)c2c3ccccc3cc3cc4ccccc4c1c23,ClCCl,2,2,"FluoDB-Lite,deep4chem",583.0,583.0
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCCCCC,2,2,"FluoDB-Lite,deep4chem",529.0,529.0
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCOC(C)=O,2,2,"FluoDB-Lite,deep4chem",699.0,699.0
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCOCC,2,2,"FluoDB-Lite,deep4chem",645.0,645.0
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,ClCCl,2,2,"FluoDB-Lite,deep4chem",,
O=C1c2ccccc2C2=Cc3cc4c(cc3B(O)N12)OCO4,ClC(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",474.0,474.0
O=C1c2ccccc2C2=Cc3cccc[n+]3[B-](F)(F)N12,ClCCl,3,3,"FluoDB-Lite,deep4chem",454.0,454.0
O=C1c2ccccc2S(=O)(=O)c2ccc(-n3c4ccccc4c4ccccc43)cc21,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",535.5,536.0
O=C1c2ccccc2S(=O)(=O)c2ccc(-n3c4ccccc4c4ccccc43)cc21,ClC(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",595.5,596.0
O=C1c2ccccc2S(=O)(=O)c2ccc(-n3c4ccccc4c4ccccc43)cc21,ClCCl,2,2,"FluoDB-Lite,deep4chem",609.5,610.0
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",544.0,544.0
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",579.0,579.0
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,C1COCCO1,2,2,"FluoDB-Lite,deep4chem",581.0,581.0
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,CC#N,2,2,"FluoDB-Lite,deep4chem",578.0,578.0
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,CCOCC,2,2,"FluoDB-Lite,deep4chem",563.0,563.0
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,CN(C)C=O,2,2,"FluoDB-Lite,deep4chem",577.0,577.0
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,CO,2,2,"FluoDB-Lite,deep4chem",568.0,568.0
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,ClC(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",550.0,550.0
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,ClCCl,2,2,"FluoDB-Lite,deep4chem",563.0,563.0
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",470.0,470.0
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,CCCCCC,2,2,"FluoDB-Lite,deep4chem",464.0,464.0
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,CCO,2,2,"FluoDB-Lite,deep4chem",516.0,516.0
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,OCCOCCO,2,2,"FluoDB-Lite,deep4chem",526.0,526.0
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,c1ccncc1,2,2,"FluoDB-Lite,deep4chem",495.0,495.0
O=CC1=C(c2ccc(-c3cccs3)s2)CCC1,CC#N,2,2,"FluoDB-Lite,deep4chem",493.0,493.0
O=CC1=C(c2ccc(-c3cccs3)s2)CCC1,CCCCCC,2,2,"FluoDB-Lite,deep4chem",456.0,456.0
O=CC1=C(c2ccc(-c3cccs3)s2)CCC1,CCO,2,2,"FluoDB-Lite,deep4chem",514.0,514.0
O=CC1=C(c2ccc(-c3cccs3)s2)CCC1,c1ccncc1,2,2,"FluoDB-Lite,deep4chem",494.0,494.0
O=Cc1c2cc(OCc3ccccc3)ccc2n2c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c12,,2,2,chemfluor,560.0,560.0
O=Cc1c2ccccc2n2c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c12,,2,2,chemfluor,538.0,538.0
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(C=O)c4ccc1c2c43,,10,10,chemfluor,561.0,620.0
